feature-id	tissue_mean	tissue_std	tissue_rank
Para-218f40f	-0.2938928647464209	0.5782230140061015	57.0
Subd-c6fdf63	-0.29168434584551733	0.327735556463509	58.0
Copr-804d6df	-0.29053172296026936	0.7002461581186807	59.0
Rumi-85e5f41	-0.28745898888288174	0.391514230015562	60.0
Alis-44cae38	-0.2839069703291182	0.5897997350845356	61.0
Lach-a00b4fd	-0.27270353459672503	0.3300272002600174	62.0
Rumi-8dc9986	-0.2723126998636706	0.6188165510381782	63.0
Sutt-f684347	-0.27128153958165147	0.5376552752186543	64.0
Bact-ce0837f	-0.26551800145671156	0.4161105708813944	65.0
Stre-409f711	-0.2627749818180886	0.3284221790887587	66.0
Lach-52ba52e	-0.2601638988650265	0.36801795131799425	67.0
Alis-af3909e	-0.25819223204592645	0.5249487633985255	68.0
Rumi-9cda306	-0.256485079015487	0.4104953998686055	69.0
Erys-16684ad	-0.25633071746345315	0.44651490924475	70.0
Rumi-e9398bc	-0.24674170522411148	0.41967560486858413	71.0
Barn-f674778	-0.24221444424787392	0.5771958047046511	72.0
Alis-d08356d	-0.23993307253139323	0.5597476809977574	73.0
Stre-6e7317c	-0.23746933550352753	0.42067395296957666	74.0
Lach-202938f	-0.2348104284922466	0.3400912932881118	75.0
Rumi-c6fb203	-0.23404128394632118	0.7610902811961237	76.0
Blau-c7d1ed6	-0.20814482767516965	0.22935320189139924	77.0
Chri-d6d70ee	-0.20762630136959834	0.38471260905071936	78.0
Bact-9243bc9	-0.20655022173170404	0.39968942062713997	79.0
Bact-572be56	-0.20125881446011062	0.49414490256405724	80.0
Rumi-b1f914a	-0.20068453854982599	0.34089407020911544	81.0
Chri-c39cea2	-0.1999361728998663	0.43142854924551666	82.0
Lach-17fdda7	-0.19974696600269368	0.3776499041236231	83.0
Lach-675d47d	-0.19862668216719098	0.29759643702022764	84.0
Rumi-3aef8bb	-0.1853770166474047	0.39929759224058065	85.0
Anae-b63160c	-0.1814806079959352	0.43838716700235375	86.0
Lach-3adfcfa	-0.1764152725320555	0.7014092765446223	87.0
Mass-cabd729	-0.16770266461997965	0.5185180963749868	88.0
Para-990ca7d	-0.15976679372592986	0.5847826097538747	89.0
Bact-b6635d6	-0.15665013655267773	0.49338716001022115	90.0
Faec-0700b7f	-0.15164772263803564	0.43265231917862346	91.0
Dore-edc06e5	-0.13748615678611248	0.21230607546440067	92.0
Blau-2eedf89	-0.13679353332951455	0.2865254305034853	93.0
Bact-4abaa48	-0.13312815979969947	0.4700944935619696	94.0
Lach-be1fe9b	-0.12435513435482494	0.391379730644451	95.0
Subd-b6a1cfc	-0.12008792881260234	0.2983830893991379	96.0
Chri-7fd6a8f	-0.11781538002759173	0.48081245832938513	97.0
Para-a8eb3e8	-0.11223010393661738	0.402791468371144	98.0
Copr-bc9350a	-0.10841497021708525	0.32010586415871395	99.0
Fusi-9df2517	-0.1071626807945509	0.2670211509885063	100.0
Dore-ad89a9d	-0.10268823295918045	0.2725936627560562	101.0
Rumi-8d47887	-0.09963401341026529	0.5059920393695301	102.0
Erys-c5be3cb	-0.08510686996029529	0.27310870179905744	103.0
Chri-b03de84	-0.08359928555930028	0.47170087463842797	104.0
Rumi-6c7b500	-0.07417188695506044	0.693706470280772	105.0
Odor-a43ac19	-0.07365285858558784	0.3344306127644504	106.0
Bact-0701752	-0.06579724564540214	0.536439793210673	107.0
Rumi-4a1547a	-0.062389990374792356	0.4868371124975557	108.0
Anae-31c7bc0	-0.060132132780630176	0.22783633669061618	109.0
Rumi-d1cf1d1	-0.057014057539091924	0.29907768815343994	110.0
Lach-06858df	-0.0545490140979216	0.5040359284835848	111.0
Alis-0ce6000	-0.05352412700664213	0.6650568293555635	112.0
Rumi-56490c1	-0.049853191924910036	0.4297669119806605	113.0
Lach-bb35a35	-0.04620153063359565	0.33176698431571017	114.0
Bifi-f633cf9	-0.044083242333644475	0.6994350601559247	115.0
Rumi-6e70787	-0.04127282947529687	0.632972532646146	116.0
Rumi-7931ef4	-0.03971466465695877	0.4407537561976179	117.0
Pept-f148c98	-0.0246649942199021	0.4591512004917961	118.0
Inte-7d43ad5	-0.02216504597875246	0.5027384004081036	119.0
Rumi-bb4cb74	-0.017618734158734443	0.41084460148322655	120.0
Rose-b264ac8	-0.013440323580427306	0.31764165017040835	121.0
Bact-70d55ba	-0.010085275496523655	0.2747686662736997	122.0
Lach-ce7cc0a	-0.0027756808117540715	0.5262534561297411	123.0
Clos-f2cbb29	0.002771994331808486	0.3369474849298821	124.0
Rumi-4608cf2	0.003932241540765446	0.3488128893387525	125.0
Rumi-e15b6ef	0.00861273421293474	0.2812802705741206	126.0
Cori-63ae69e	0.01335024618315154	0.32746429719473363	127.0
Geme-7bd174e	0.018228514779881338	0.5019918729043115	128.0
Lach-b978450	0.020461476590799065	0.4222017969122148	129.0
Copr-2db5ff7	0.02321515993996443	0.6551768402033322	130.0
Rumi-6a57339	0.024165980152443044	0.5556892984614449	131.0
Lach-777dafa	0.025668528145734826	0.3470386999559052	132.0
Akke-df5c1ef	0.028697024712213484	0.6110480415358932	133.0
Alis-ca60f95	0.029067504328572163	0.2751277831819005	134.0
Parv-8f3c8cb	0.04132931801357003	0.4976197327767377	135.0
Faec-734dcd0	0.04313721812348122	0.4819913376421356	136.0
Dial-35fd415	0.04651098335347847	0.3590699857017208	137.0
Faec-6aecdef	0.05101542476115067	0.6507730909915412	138.0
Lach-582fae3	0.054364575225724535	0.5240530468827613	139.0
Rumi-bf37c87	0.05505690800740736	0.2700405529207358	140.0
Rumi-08b7366	0.05582420228303668	0.7672869633370235	141.0
Rumi-8e121f6	0.05788893081285214	0.4819659031732673	142.0
Buty-4787391	0.06431431974262956	0.47958352011826344	143.0
Lach-2ee657e	0.06783754040683518	0.275497773182638	144.0
Para-0eebf22	0.07543665968125995	0.45065683238702836	145.0
Bact-8255b7e	0.07595171222455688	0.6146593829224369	146.0
Faec-c728ad6	0.08088437509950014	0.2532664974479882	147.0
Lach-5287d8a	0.08911730544516513	0.3951866926228741	148.0
Lach-e655845	0.09328876153150188	0.41059869544142724	149.0
Coll-15e0525	0.09818981768279718	0.29135148251197235	150.0
Rose-25af29e	0.1022921085527536	0.3518746660072002	151.0
Lach-fb6956e	0.10569625969918238	0.42915186464438215	152.0
Copr-efb5d35	0.10679538322383512	0.428556217986663	153.0
Rumi-60bed33	0.11585351634261434	0.42582600110591656	154.0
Copr-9cb986f	0.11592170031057418	0.4410516841161064	155.0
Clos-e4cd8e0	0.1195887804869367	0.44806050223651483	156.0
Rumi-d4b9487	0.12139797638824179	0.32134846609939594	157.0
Anae-0ae2ea7	0.12643020914512884	0.7727365595292	158.0
Rose-29fc1e1	0.12858289880082568	0.4370530404545728	159.0
Faec-bbae6ed	0.13764477332891334	0.37708734554794937	160.0
Lach-63d8e9a	0.1424650044597708	0.46371765369090945	161.0
Para-e5225d9	0.15167286156100232	0.3974099891808534	162.0
Rumi-16af97c	0.16361532149041272	0.39759642541095425	163.0
Rumi-34f6a9f	0.16899626467083606	0.24958470075148612	164.0
Rumi-d331c54	0.17544515550933487	0.5479020661059739	165.0
Bact-98fcc7e	0.1767262786516914	0.3823039136367056	166.0
Lach-19ff2a8	0.18231906999630468	0.43703642890758665	167.0
Lach-93b58b0	0.19279727627278703	0.4859655247543816	168.0
Bact-6251bd9	0.20079304343378523	0.3431041217057712	169.0
Chri-da7125b	0.2031036677652716	0.4771102308482561	170.0
Chri-9a3da67	0.22374938638487515	0.3824689081856034	171.0
Rose-7b6d335	0.24903126307633572	0.2754730535623684	172.0
Lach-cbe2abd	0.26789570007880037	0.4045820947915797	173.0
Copr-ed7747f	0.2751653727461597	0.09499062861226522	174.0
Clos-158d888	0.2771444385128655	0.4990103401479229	175.0
Lach-f664a73	0.27819584699064354	0.49289497770395074	176.0
Bact-51f7c8e	0.2874716524474809	0.5956918024235165	177.0
Akke-dfa833b	0.2912628292064326	0.5621064651147533	178.0
Sutt-381ef54	0.30701630197697716	0.618395800168235	179.0
Rumi-1f2dda5	0.30966334472834167	0.5026236609601115	180.0
Howa-7b64eba	0.32716309545215	0.4539894305219449	181.0
Lach-d4848cd	0.3303410773486792	0.09718661891557254	182.0
Alis-224d266	0.3369366019456424	0.329661224864731	183.0
Bilo-0b9d6ae	0.34782597913539104	0.3101034387938381	184.0
Faec-4516aa6	0.3585763466040743	0.26916535112000384	185.0
Lach-1875d4e	0.3587543774304606	0.3661361469674498	186.0
Lach-2555ab8	0.359170753149023	0.2816173738149679	187.0
Faec-22f4ee9	0.3798708934428553	0.2917585727357804	188.0
Bact-0246885	0.3799818897073825	0.6136990465031701	189.0
Rose-d91b5c7	0.3868489310721657	0.5096002390385743	190.0
Copr-c287da8	0.38772274864650774	0.06655361718190307	191.0
Blau-286b444	0.4210571365632593	0.08210256210480947	192.0
Lach-02e1e97	0.421457681271777	0.40087883084424486	193.0
Dial-63719d6	0.43622905909588827	0.41755431173579854	194.0
Sutt-222e21f	0.4424530660158937	0.6525512364188952	195.0
Esch-ffc36e2	0.4469474094511798	0.3492809557961521	196.0
Dial-08dda4f	0.4497040217516977	0.6202044672049282	197.0
Phas-fb7a1c0	0.4506537458303991	0.5920818173421823	198.0
Rhod-1667bf7	0.452390927136149	0.650442616156497	199.0
Odor-3a71e9a	0.45726398854448685	0.36262806121691066	200.0
Alis-fef4a37	0.4817033055664664	0.683833041034246	201.0
Lach-20a4ef0	0.5057810753624656	0.3233241063417005	202.0
Sutt-dfc8256	0.5113688754047406	0.4037616074436866	203.0
Para-1c1c2dd	0.5194738750476934	0.5812373465800896	204.0
Akke-db466f8	0.5262477248401606	0.8180738506624167	205.0
Lach-3765e25	0.5466149307620312	0.10444324054143085	206.0
Veil-24522f7	0.5481489526372278	0.7638303216476512	207.0
Barn-53f976e	0.552928899492878	0.7272770871020602	208.0
Porp-0799969	0.5543314577755625	0.5950536201430043	209.0
Fuso-fb12967	0.5663907031266663	0.9032362988956708	210.0
Lach-2ab424b	0.57353682289879	0.3214578451679988	211.0
Osci-09ad3f0	0.5825452559735381	0.482063898009436	212.0
Clos-875f9ef	0.5863393255030916	0.5070268523223708	213.0
Fuso-62b2f8b	0.5909043862031077	0.7838811735591804	214.0
Bact-7440aa8	0.5917351448781799	0.31414961598628416	215.0
Bifi-3f3a0ea	0.5917646872020413	0.3123254466183658	216.0
Pseu-052ba7a	0.6374915736425748	0.41207466060364095	217.0
Rose-3a89328	0.6549595532622766	0.5499000914412301	218.0
Buty-62c3369	0.6692424937298972	0.5373398124722675	219.0
Bact-47f3d64	0.6700700360441194	0.31090618374289497	220.0
Bact-866ea1c	0.6727504036191849	1.0489319688630638	221.0
Lach-5eb6a4e	0.6836534344587931	0.4887135988774767	222.0
Bifi-c299192	0.6839166075388118	0.8141600110998491	223.0
Gast-90e9bc6	0.6861333099532256	0.5623926306598587	224.0
Fret-2b8622a	0.7231647492485831	0.7224708662997148	225.0
Rumi-eee1408	0.7444723216449638	0.5183661428602792	226.0
Sutt-1d5d65b	0.7446802214040349	0.661306330640434	227.0
Stre-101637a	0.858475866767172	0.4972349868563657	228.0
Para-98a6938	0.8648208919735388	0.5605289950090753	229.0
Hung-82c448c	0.8819213100049262	0.5642550119381421	230.0
Lach-7cd4efa	0.9161099975238601	0.5301207868989937	231.0
Porp-69023d0	0.9287031627242353	0.6683309876541826	232.0
Para-8d83490	0.97497019111231	0.7898540402887824	233.0
Mass-bfb5b51	1.0060722332459107	0.6141944025719093	234.0
Stre-d3829c5	1.0387888723371048	0.7729024293369955	235.0
Bact-26547c9	1.0678150174326664	0.4498139309715385	236.0
Gran-a5b69f1	1.1121971114552132	0.548579555633818	237.0
Fuso-7fa9543	1.4750312215057957	0.6355091171198247	238.0
Hung-78c2b8e	1.5125010504431704	0.5732028982253945	239.0
Fuso-d2f4ba7	1.8051722050514345	0.7576613954794456	240.0
Camp-5b14d87	2.094514850138306	0.4479107606500561	241.0
Fuso-e47b7c5	2.826611490262032	0.8046473106722984	242.0
