Feature ID	Taxon
Rumi-97e5d64	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Rumi-3ce5345	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Para-935f0ba	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;g__Parabacteroides
Dial-bc0c31f	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister;g__Dialister
Clos-ec7bacb	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group;f__Clostridiales_vadinBB60_group;f__Clostridiales_vadinBB60_group
Moll-32f9db9	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mollicutes_RF9;o__Mollicutes_RF9;o__Mollicutes_RF9;o__Mollicutes_RF9
Rumi-0daa683	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
RS-B-c0243c4	k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__RS-B22;o__RS-B22;o__RS-B22;o__RS-B22
Rumi-bdf83c8	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Clos-0f63517	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;o__Clostridiales;o__Clostridiales;o__Clostridiales
Rumi-d27f6bc	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Porp-1c245ca	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;g__Porphyromonas
Murd-5adbef5	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XI;g__Murdochiella;g__Murdochiella
Fami-03e72bd	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;f__Family_XIII;f__Family_XIII
Desu-1fbdaac	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;g__Desulfovibrio
Trep-02f9eec	k__Bacteria;p__Spirochaetae;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema_2;g__Treponema_2
Clos-a978040	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;o__Clostridiales;o__Clostridiales;o__Clostridiales
Cori-18498bb	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;f__Coriobacteriaceae;f__Coriobacteriaceae
Rumi-949559e	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Anae-d1e1e4a	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis;g__Anaerofustis
Fami-d1d670a	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;g__Family_XIII_UCG-001;g__Family_XIII_UCG-001
Fuso-4c3ac47	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;g__Fusobacterium
Lach-ddd15bb	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;f__Lachnospiraceae;f__Lachnospiraceae
Anae-33022b7	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;g__Anaerotruncus
Buty-ca90519	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Butyricimonas;g__Butyricimonas
Cori-9a9a75d	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;f__Coriobacteriaceae;f__Coriobacteriaceae
Rumi-3c57580	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Rumi-8c70d1b	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-004;g__Ruminococcaceae_UCG-004
Anae-46e785e	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum;g__Anaerofilum
Rumi-3e83a57	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Pseu-7e8597c	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pseudocitrobacter;g__Pseudocitrobacter
Clos-b3403f6	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group;f__Clostridiales_vadinBB60_group;f__Clostridiales_vadinBB60_group
Pept-a106e7b	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;f__Peptococcaceae;f__Peptococcaceae
Copr-75fa97d	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus_1;g__Coprococcus_1
Rumi-45eea1c	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-014;g__Ruminococcaceae_UCG-014
Rumi-c1d248f	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Rumi-c0cc2cb	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_5;g__Ruminiclostridium_5
Bact-ed922ac	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_S24-7_group;f__Bacteroidales_S24-7_group;f__Bacteroidales_S24-7_group
Inte-fb4d24a	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Intestinibacter;g__Intestinibacter
Cand-ec588d6	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Candidatus_Soleaferrea;g__Candidatus_Soleaferrea
Prev-23bd8d1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;g__Prevotella
Howa-c38c3b0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Howardella;g__Howardella
Erys-063a023	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;f__Erysipelotrichaceae;f__Erysipelotrichaceae
Fami-8dc8f12	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;f__Family_XIII;f__Family_XIII
Prev-f2bab34	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_amnii
Porp-d753ee0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;g__Porphyromonas
Fast-5f8e7c5	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Fastidiosipila;g__Fastidiosipila
Rumi-c576a60	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-013;g__Ruminococcaceae_UCG-013
Ezak-c4305d3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XI;g__Ezakiella;g__Ezakiella
Mega-71f2d70	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera;g__Megasphaera
Rumi-d490862	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-005;g__Ruminococcaceae_UCG-005
Rumi-83295d3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Clos-cec87c1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;o__Clostridiales;o__Clostridiales;o__Clostridiales
Bilo-08261ca	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;g__Bilophila
Bact-89a5a46	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;o__Bacteroidales;o__Bacteroidales;o__Bacteroidales
Coll-2ab91e7	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;g__Collinsella
Allo-804a1a1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;g__Alloprevotella
Neis-d4dd325	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;g__Neisseria
Bifi-22dc626	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;f__Bifidobacteriaceae;f__Bifidobacteriaceae
Chri-3ec0e40	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;g__Christensenellaceae_R-7_group
Sele-d66e519	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Selenomonas_3;g__Selenomonas_3
Prev-b9e46c2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_NK3B31_group;g__Prevotellaceae_NK3B31_group
NB1--6d7a266	k__Bacteria;p__Tenericutes;c__Mollicutes;o__NB1-n;o__NB1-n;o__NB1-n;o__NB1-n
Bact-1d9a738	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;g__Bacteroides
Cand-e070d08	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Candidatus_Stoquefichus;g__Candidatus_Stoquefichus
Rumi-e4fed8e	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-013;g__Ruminococcaceae_UCG-013
Rumi-f2a14d3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-005;g__Ruminococcaceae_UCG-005
Lact-2a34650	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;g__Lactobacillus
Veil-bf923b2	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;g__Veillonella
Fami-5bb2d19	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;f__Family_XIII;f__Family_XIII
Prev-a00c717	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_7;g__Prevotella_7
Osci-28f129e	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;g__Oscillospira
Rumi-9f676c2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Pseu-4fdd182	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;g__Pseudomonas
Rumi-f2f0651	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-010;g__Ruminococcaceae_UCG-010
Copr-69e5976	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Coprobacter;g__Coprobacter
Gran-9d711c8	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;g__Granulicatella
Inte-a105333	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Intestinibacter;g__Intestinibacter
Cory-2005a1e	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium_1;g__Corynebacterium_1
Buty-6d2d068	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus;g__Butyricicoccus
Copr-ed78d8d	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus_2;g__Coprococcus_2
Rumi-8f22cf2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Rumi-588141d	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-013;g__Ruminococcaceae_UCG-013
Bact-8f4f7a9	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;g__Bacteroides
Rumi-ec0680f	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus_2;g__Ruminococcus_2
Howa-df59800	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Howardella;g__Howardella
Rike-f9eeb31	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;g__Rikenellaceae_RC9_gut_group
Clos-ed80a94	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto_1;g__Clostridium_sensu_stricto_1
Egge-63226e9	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella;g__Eggerthella
Akke-1314b91	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;g__Akkermansia
Lute-5872f93	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;s__Luteimonas_terricola
Rumi-620c410	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-014;g__Ruminococcaceae_UCG-014
Allo-1436192	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;g__Alloprevotella
Rumi-ae18a33	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Cori-b2237a6	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;f__Coriobacteriaceae;f__Coriobacteriaceae
Veil-4f0eaaa	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;f__Veillonellaceae;f__Veillonellaceae
Copr-5436ae0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Coprobacter;g__Coprobacter
Hold-e705efc	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;g__Holdemanella
Rumi-bafdbb2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Subd-49b0a86	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;g__Subdoligranulum
Burk-1bfcb83	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;o__Burkholderiales;o__Burkholderiales;o__Burkholderiales
Rumi-95b5ede	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Hold-f11a52d	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;g__Holdemania
Cell-e27acf3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Cellulosibacter;g__Cellulosibacter
Prev-b772ad6	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_2;g__Prevotella_2
Lach-c374b02	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;f__Lachnospiraceae;f__Lachnospiraceae
Fami-25497b9	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;f__Family_XIII;f__Family_XIII
Anae-b316b99	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum;g__Anaerofilum
Rumi-8dea398	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Para-853540c	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;g__Paraprevotella
Ente-ce05b79	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;f__Enterobacteriaceae;f__Enterobacteriaceae
Lach-827a03e	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;g__Lachnospira
Lach-4d442bd	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;f__Lachnospiraceae;f__Lachnospiraceae
Bact-df553f9	k__Bacteria;p__Bacteroidetes;p__Bacteroidetes;p__Bacteroidetes;p__Bacteroidetes;p__Bacteroidetes;p__Bacteroidetes
Bact-580c17f	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;o__Bacteroidales;o__Bacteroidales;o__Bacteroidales
Vict-32c7d4c	k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;g__Victivallis
Lact-f74df83	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lactonifactor;g__Lactonifactor
Bact-921db91	k__Bacteria;p__Bacteroidetes;p__Bacteroidetes;p__Bacteroidetes;p__Bacteroidetes;p__Bacteroidetes;p__Bacteroidetes
Rumi-59b260d	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_NK4A214_group;g__Ruminococcaceae_NK4A214_group
Vict-553a6f9	k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;f__Victivallaceae;f__Victivallaceae
Barn-424a5a6	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;g__Barnesiella
Lach-f280234	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;f__Lachnospiraceae;f__Lachnospiraceae
Murd-654b5a7	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XI;g__Murdochiella;g__Murdochiella
Cori-32162fd	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;f__Coriobacteriaceae;f__Coriobacteriaceae
Rumi-c3b5fde	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;g__Ruminiclostridium
Rumi-7d9d1bd	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Lach-4e03119	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;f__Lachnospiraceae;f__Lachnospiraceae
Rumi-02af590	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Bact-c4b6edb	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;g__Bacteroides
Chlo-a62e49d	k__Bacteria;p__Cyanobacteria;c__Chloroplast;c__Chloroplast;c__Chloroplast;c__Chloroplast;c__Chloroplast
Rumi-ad6beb9	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Fami-e0c4955	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;g__Family_XIII_AD3011_group;g__Family_XIII_AD3011_group
Sele-ff01080	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Selenomonas;g__Selenomonas
Sele-63494f3	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Selenomonas_4;g__Selenomonas_4
Camp-d294afb	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;g__Campylobacter
Capr-2ca61a5	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Caproiciproducens;g__Caproiciproducens
Egge-64f5841	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella;g__Eggerthella
Asac-2502e42	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Asaccharospora;g__Asaccharospora
Bact-d3680bd	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;g__Bacteroides
Lach-68be14c	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;f__Lachnospiraceae;f__Lachnospiraceae
Alis-a70003c	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;g__Alistipes
Lach-815bcc6	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;f__Lachnospiraceae;f__Lachnospiraceae
Clos-3f79f8e	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;o__Clostridiales;o__Clostridiales;o__Clostridiales
Bact-fae4c45	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;g__Bacteroides
Copr-792c191	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus_1;g__Coprococcus_1
Rumi-5c83e2e	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Rumi-b91fb72	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Clos-1496211	k__Bacteria;p__Firmicutes;c__Clostridia;c__Clostridia;c__Clostridia;c__Clostridia;c__Clostridia
Lach-a1dbef4	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;f__Lachnospiraceae;f__Lachnospiraceae
Pept-732723e	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;f__Peptococcaceae;f__Peptococcaceae
Desu-c867c1c	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;g__Desulfovibrio
Turi-fbc4b31	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;g__Turicibacter
Bact-0118262	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;g__Bacteroides
Rumi-8c203a5	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae;f__Ruminococcaceae
Rumi-cf90144	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-010;g__Ruminococcaceae_UCG-010
Hold-f9546fa	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;g__Holdemania
Rike-ef3d5b1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;f__Rikenellaceae;f__Rikenellaceae
Prev-98cbd6f	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;g__Prevotella
Alis-377e440	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;g__Alistipes
Rumi-1a4eac7	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-007;g__Ruminococcaceae_UCG-007
Alli-5985ec1	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Allisonella;g__Allisonella
Rike-b2f183b	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;g__Rikenellaceae_RC9_gut_group
Gamm-7141a79	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;c__Gammaproteobacteria;c__Gammaproteobacteria;c__Gammaproteobacteria;c__Gammaproteobacteria
Clos-cab7f65	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;o__Clostridiales;o__Clostridiales;o__Clostridiales
Allo-08756d3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;g__Alloprevotella
Hold-29f9932	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;g__Holdemania
Rumi-a7e6330	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-003;g__Ruminococcaceae_UCG-003
Anae-186b504	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum;g__Anaerofilum
Azom-51e7960	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azomonas;g__Azomonas
Rumi-13a1b58	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;g__Ruminiclostridium
Coll-f262740	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;g__Collinsella
Asac-51bdbca	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Asaccharospora;g__Asaccharospora
